1,-49,0.9
2,-49,0.8999217157120183
3,-151,0.8998434386339538
4,-49,0.8997651687651428
5,-151,0.899686906104921
6,-151,0.8996086506526246
7,54,0.89953040240759
8,53,0.8994521613691532
9,-49,0.8993739275366504
10,-100,0.899295700909418
11,-49,0.8992174814867925
12,-49,0.8991392692681104
13,2,0.899061064252708
14,-49,0.898982866439922
15,-49,0.8989046758290891
16,-100,0.8988264924195459
17,-49,0.8987483162106293
18,-100,0.898670147201676
19,-100,0.898591985392023
20,-100,0.8985138307810072
21,-49,0.8984356833679656
22,-100,0.8983575431522353
23,53,0.8982794101331534
24,2,0.8982012843100571
25,-49,0.8981231656822837
26,-49,0.8980450542491704
27,2,0.8979669500100547
28,-100,0.8978888529642739
29,53,0.8978107631111657
30,2,0.8977326804500675
31,-49,0.8976546049803171
32,-49,0.897576536701252
33,-49,0.89749847561221
34,-100,0.8974204217125289
35,-100,0.8973423750015465
36,53,0.897264335478601
37,53,0.8971863031430299
38,-49,0.8971082779941718
39,-100,0.8970302600313644
40,-151,0.8969522492539461
41,-151,0.8968742456612551
42,54,0.8967962492526296
43,-100,0.896718260027408
44,53,0.8966402779849286
45,-151,0.8965623031245302
46,-49,0.896484335445551
47,-100,0.8964063749473297
48,-49,0.896328421629205
49,-100,0.8962504754905156
50,-151,0.8961725365306004
51,2,0.896094604748798
52,-49,0.8960166801444475
53,2,0.8959387627168875
54,53,0.8958608524654577
55,-49,0.8957829493894965
56,2,0.8957050534883436
57,-49,0.8956271647613377
58,2,0.8955492832078186
59,-49,0.8954714088271251
60,-151,0.8953935416185969
61,-100,0.8953156815815733
62,-49,0.8952378287153939
63,-100,0.8951599830193984
64,-49,0.8950821444929262
65,3,0.8950043131353171
66,-49,0.8949264889459109
67,2,0.8948486719240473
68,-100,0.8947708620690662
69,53,0.8946930593803076
70,2,0.8946152638571114
71,53,0.8945374754988178
72,2,0.8944596943047668
73,2,0.8943819202742986
74,2,0.8943041534067536
75,-151,0.8942263937014717
76,155,0.8941486411577938
77,2,0.8940708957750598
78,-100,0.8939931575526106
79,-151,0.8939154264897865
80,-49,0.8938377025859281
81,-151,0.8937599858403762
82,-151,0.8936822762524715
83,-49,0.8936045738215547
84,-49,0.8935268785469668
85,2,0.8934491904280485
86,2,0.8933715094641408
87,2,0.893293835654585
88,-100,0.8932161689987219
89,-49,0.8931385094958928
90,2,0.8930608571454387
91,-100,0.8929832119467012
92,-49,0.8929055738990214
93,-100,0.8928279430017407
94,2,0.8927503192542008
95,53,0.8926727026557428
96,-49,0.8925950932057086
97,-151,0.8925174909034397
98,2,0.8924398957482779
99,-100,0.8923623077395648
100,53,0.8922847268766424
101,-100,0.8922071531588525
102,-49,0.892129586585537
103,-49,0.8920520271560378
104,-151,0.8919744748696972
105,-49,0.8918969297258572
106,2,0.89181939172386
107,-49,0.891741860863048
108,-100,0.891664337142763
109,2,0.891586820562348
110,-49,0.8915093111211448
111,-100,0.8914318088184965
112,-49,0.8913543136537453
113,-100,0.8912768256262337
114,-100,0.8911993447353046
115,-151,0.8911218709803008
116,54,0.8910444043605648
117,-49,0.8909669448754395
118,-49,0.8908894925242681
119,-49,0.8908120473063932
120,2,0.8907346092211581
121,53,0.8906571782679057
122,-100,0.8905797544459793
123,-151,0.890502337754722
124,-100,0.8904249281934772
125,-151,0.890347525761588
126,-49,0.8902701304583981
127,-151,0.8901927422832506
128,-100,0.8901153612354894
129,-100,0.8900379873144577
130,-49,0.8899606205194994
131,-151,0.8898832608499582
132,2,0.8898059083051776
133,2,0.8897285628845018
134,-100,0.8896512245872743
135,-100,0.8895738934128391
136,-100,0.8894965693605404
137,-100,0.8894192524297222
138,-100,0.8893419426197285
139,-49,0.8892646399299036
140,-100,0.8891873443595916
141,-49,0.8891100559081367
142,-49,0.8890327745748837
143,-49,0.8889555003591767
144,2,0.8888782332603602
145,-49,0.8888009732777788
146,2,0.8887237204107772
147,-49,0.8886464746586997
148,2,0.8885692360208914
149,-100,0.888492004496697
150,-151,0.8884147800854612
151,-151,0.888337562786529
152,-100,0.8882603525992453
153,-151,0.8881831495229552
154,2,0.8881059535570037
155,-49,0.8880287647007361
156,-151,0.8879515829534975
157,53,0.8878744083146332
158,-100,0.8877972407834883
159,-49,0.8877200803594085
160,-151,0.8876429270417392
161,-49,0.8875657808298257
162,-49,0.8874886417230138
163,-100,0.887411509720649
164,-100,0.8873343848220769
165,-100,0.8872572670266434
166,3,0.8871801563336944
167,-49,0.8871030527425755
168,-151,0.8870259562526328
169,2,0.8869488668632122
170,-100,0.8868717845736598
171,-49,0.8867947093833216
172,-49,0.8867176412915441
173,2,0.8866405802976731
174,-151,0.8865635264010553
175,-100,0.8864864796010367
176,-100,0.8864094398969636
177,104,0.8863324072881831
178,-100,0.8862553817740412
179,-49,0.8861783633538846
180,-49,0.8861013520270599
181,2,0.886024347792914
182,2,0.8859473506507936
183,53,0.8858703606000454
184,-49,0.8857933776400164
185,-100,0.8857164017700535
186,-100,0.8856394329895039
187,-100,0.8855624712977144
